filepath,width,height,bboxes
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000866.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 340, 'x2': 741, 'y1': 348, 'y2': 854}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0006556.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 629, 'x2': 1140, 'y1': 119, 'y2': 603}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004094.jpg,1600,1200,"[{'class': 'SUV', 'x1': 536, 'x2': 1109, 'y1': 85, 'y2': 711}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008606.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 1047, 'x2': 1600, 'y1': 271, 'y2': 789}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0007679.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 549, 'x2': 1056, 'y1': 111, 'y2': 595}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0009013.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 864, 'x2': 1436, 'y1': 265, 'y2': 773}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005447.jpg,1600,1200,"[{'class': 'Microbus', 'x1': 1009, 'x2': 1600, 'y1': 265, 'y2': 984}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0006514.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 616, 'x2': 1220, 'y1': 279, 'y2': 877}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0006549.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 463, 'x2': 1065, 'y1': 422, 'y2': 1066}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001750.jpg,1920,1080,"[{'class': 'Minivan', 'x1': 390, 'x2': 723, 'y1': 144, 'y2': 495}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002278.jpg,1600,1200,"[{'class': 'Bus', 'x1': 594, 'x2': 1512, 'y1': 17, 'y2': 726}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005193.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 571, 'x2': 1121, 'y1': 212, 'y2': 744}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0009482.jpg,1600,1200,"[{'class': 'Truck', 'x1': 577, 'x2': 1600, 'y1': 1, 'y2': 1046}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0009670.jpg,1600,1200,"[{'class': 'Minivan', 'x1': 502, 'x2': 1361, 'y1': 1, 'y2': 673}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008590.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 771, 'x2': 1308, 'y1': 342, 'y2': 906}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0006975.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 978, 'x2': 1554, 'y1': 369, 'y2': 973}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0006709.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 948, 'x2': 1580, 'y1': 478, 'y2': 1122}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000414.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 714, 'x2': 1005, 'y1': 3, 'y2': 258}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002841.jpg,1600,1200,"[{'class': 'Microbus', 'x1': 641, 'x2': 1461, 'y1': 44, 'y2': 795}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003188.jpg,1600,1200,"[{'class': 'Microbus', 'x1': 865, 'x2': 1416, 'y1': 200, 'y2': 921}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002433.jpg,1600,1200,"[{'class': 'Bus', 'x1': 644, 'x2': 1534, 'y1': 6, 'y2': 784}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003706.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 696, 'x2': 1251, 'y1': 83, 'y2': 625}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008153.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 860, 'x2': 1433, 'y1': 164, 'y2': 726}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004991.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 836, 'x2': 1377, 'y1': 111, 'y2': 646}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001797.jpg,1920,1080,"[{'class': 'SUV', 'x1': 632, 'x2': 963, 'y1': 42, 'y2': 421}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001206.jpg,1920,1080,"[{'class': 'Microbus', 'x1': 447, 'x2': 826, 'y1': 42, 'y2': 575}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001058.jpg,1920,1080,"[{'class': 'Microbus', 'x1': 273, 'x2': 700, 'y1': 302, 'y2': 911}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0009051.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 914, 'x2': 1485, 'y1': 287, 'y2': 824}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008162.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 554, 'x2': 1114, 'y1': 191, 'y2': 707}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008004.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 545, 'x2': 1099, 'y1': 271, 'y2': 789}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003257.jpg,1600,1200,"[{'class': 'Minivan', 'x1': 727, 'x2': 1484, 'y1': 1, 'y2': 720}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000192.jpg,1920,1080,"[{'class': 'Microbus', 'x1': 636, 'x2': 970, 'y1': 11, 'y2': 452}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003031.jpg,1600,1200,"[{'class': 'Microbus', 'x1': 842, 'x2': 1425, 'y1': 1, 'y2': 639}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002975.jpg,1600,1200,"[{'class': 'Microbus', 'x1': 951, 'x2': 1518, 'y1': 236, 'y2': 1107}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005967.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 769, 'x2': 1328, 'y1': 313, 'y2': 896}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005607.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 843, 'x2': 1438, 'y1': 217, 'y2': 832}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0006129.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 586, 'x2': 1112, 'y1': 103, 'y2': 595}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000302.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 192, 'x2': 611, 'y1': 359, 'y2': 862}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003413.jpg,1600,1200,"[{'class': 'Truck', 'x1': 462, 'x2': 1307, 'y1': 30, 'y2': 890}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003400.jpg,1600,1200,"[{'class': 'Minivan', 'x1': 333, 'x2': 1296, 'y1': 222, 'y2': 1200}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000290.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 410, 'x2': 853, 'y1': 390, 'y2': 934}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000998.jpg,1920,1080,"[{'class': 'Bus', 'x1': 139, 'x2': 734, 'y1': 5, 'y2': 821}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002779.jpg,1600,1200,"[{'class': 'Bus', 'x1': 574, 'x2': 1341, 'y1': 4, 'y2': 546}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005698.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 724, 'x2': 1265, 'y1': 233, 'y2': 755}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0009628.jpg,1600,1200,"[{'class': 'Truck', 'x1': 165, 'x2': 1017, 'y1': 1, 'y2': 734}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002420.jpg,1600,1200,"[{'class': 'Bus', 'x1': 614, 'x2': 1461, 'y1': 1, 'y2': 597}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000452.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 437, 'x2': 888, 'y1': 404, 'y2': 963}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0009137.jpg,1600,1200,"[{'class': 'Truck', 'x1': 686, 'x2': 1600, 'y1': 1, 'y2': 859}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004671.jpg,1600,1200,"[{'class': 'SUV', 'x1': 944, 'x2': 1600, 'y1': 222, 'y2': 996}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002671.jpg,1600,1200,"[{'class': 'Bus', 'x1': 534, 'x2': 1264, 'y1': 1, 'y2': 520}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005151.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 452, 'x2': 916, 'y1': 124, 'y2': 630}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002347.jpg,1600,1200,"[{'class': 'Bus', 'x1': 713, 'x2': 1570, 'y1': 12, 'y2': 733}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005463.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 590, 'x2': 1138, 'y1': 212, 'y2': 702}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000041.jpg,1920,1080,"[{'class': 'Microbus', 'x1': 513, 'x2': 956, 'y1': 213, 'y2': 903}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0009515.jpg,1600,1200,"[{'class': 'Minivan', 'x1': 532, 'x2': 1336, 'y1': 1, 'y2': 573}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003195.jpg,1600,1200,"[{'class': 'Microbus', 'x1': 702, 'x2': 1282, 'y1': 144, 'y2': 896}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0006845.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 608, 'x2': 1246, 'y1': 271, 'y2': 893}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004064.jpg,1600,1200,"[{'class': 'SUV', 'x1': 557, 'x2': 1202, 'y1': 46, 'y2': 739}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0009111.jpg,1600,1200,"[{'class': 'Truck', 'x1': 693, 'x2': 1600, 'y1': 1, 'y2': 798}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000499.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 557, 'x2': 921, 'y1': 172, 'y2': 594}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0007261.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 362, 'x2': 871, 'y1': 220, 'y2': 710}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001507.jpg,1920,1080,"[{'class': 'SUV', 'x1': 369, 'x2': 812, 'y1': 333, 'y2': 922}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002959.jpg,1600,1200,"[{'class': 'Microbus', 'x1': 444, 'x2': 1028, 'y1': 239, 'y2': 1013}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002106.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 440, 'x2': 871, 'y1': 403, 'y2': 907}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0007206.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 502, 'x2': 998, 'y1': 204, 'y2': 656}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004788.jpg,1600,1200,"[{'class': 'SUV', 'x1': 654, 'x2': 1375, 'y1': 141, 'y2': 982}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001631.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 282, 'x2': 698, 'y1': 357, 'y2': 887}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004394.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 571, 'x2': 1097, 'y1': 58, 'y2': 598}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001929.jpg,1920,1080,"[{'class': 'Minivan', 'x1': 413, 'x2': 967, 'y1': 262, 'y2': 880}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008243.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 709, 'x2': 1330, 'y1': 209, 'y2': 784}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003917.jpg,1600,1200,"[{'class': 'SUV', 'x1': 222, 'x2': 787, 'y1': 236, 'y2': 847}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0006445.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 420, 'x2': 996, 'y1': 467, 'y2': 1109}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004015.jpg,1600,1200,"[{'class': 'SUV', 'x1': 877, 'x2': 1470, 'y1': 128, 'y2': 721}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000401.jpg,1920,1080,"[{'class': 'Microbus', 'x1': 568, 'x2': 997, 'y1': 275, 'y2': 881}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003445.jpg,1600,1200,"[{'class': 'Minivan', 'x1': 523, 'x2': 1203, 'y1': 1, 'y2': 745}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004670.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 591, 'x2': 1126, 'y1': 49, 'y2': 631}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008960.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 827, 'x2': 1379, 'y1': 124, 'y2': 630}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004999.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 810, 'x2': 1343, 'y1': 161, 'y2': 662}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0009301.jpg,1600,1200,"[{'class': 'Truck', 'x1': 668, 'x2': 1563, 'y1': 1, 'y2': 687}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004262.jpg,1600,1200,"[{'class': 'SUV', 'x1': 823, 'x2': 1427, 'y1': 180, 'y2': 853}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0006970.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 927, 'x2': 1565, 'y1': 425, 'y2': 1045}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005242.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 595, 'x2': 1140, 'y1': 233, 'y2': 752}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0009748.jpg,1600,1200,"[{'class': 'Truck', 'x1': 693, 'x2': 1600, 'y1': 1, 'y2': 907}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002409.jpg,1600,1200,"[{'class': 'Bus', 'x1': 793, 'x2': 1532, 'y1': 6, 'y2': 595}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005792.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 849, 'x2': 1481, 'y1': 257, 'y2': 888}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001288.jpg,1920,1080,"[{'class': 'SUV', 'x1': 349, 'x2': 798, 'y1': 408, 'y2': 1026}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001113.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 358, 'x2': 744, 'y1': 238, 'y2': 684}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002311.jpg,1600,1200,"[{'class': 'Bus', 'x1': 627, 'x2': 1538, 'y1': 4, 'y2': 756}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005936.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 631, 'x2': 1149, 'y1': 90, 'y2': 558}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002471.jpg,1600,1200,"[{'class': 'Bus', 'x1': 487, 'x2': 1368, 'y1': 12, 'y2': 539}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0006518.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 864, 'x2': 1429, 'y1': 420, 'y2': 1002}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0009680.jpg,1600,1200,"[{'class': 'Truck', 'x1': 398, 'x2': 1300, 'y1': 35, 'y2': 818}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005783.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 946, 'x2': 1498, 'y1': 428, 'y2': 1087}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0006332.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 579, 'x2': 1073, 'y1': 84, 'y2': 545}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000794.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 664, 'x2': 1018, 'y1': 115, 'y2': 531}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008468.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 696, 'x2': 1226, 'y1': 185, 'y2': 688}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001358.jpg,1920,1080,"[{'class': 'Truck', 'x1': 371, 'x2': 865, 'y1': 5, 'y2': 504}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000372.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 630, 'x2': 984, 'y1': 141, 'y2': 532}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0000198.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 704, 'x2': 994, 'y1': 3, 'y2': 244}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003268.jpg,1600,1200,"[{'class': 'Minivan', 'x1': 657, 'x2': 1346, 'y1': 1, 'y2': 581}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002165.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 456, 'x2': 871, 'y1': 412, 'y2': 887}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001779.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 534, 'x2': 901, 'y1': 308, 'y2': 748}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0009229.jpg,1600,1200,"[{'class': 'Truck', 'x1': 448, 'x2': 1293, 'y1': 1, 'y2': 653}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004869.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 750, 'x2': 1438, 'y1': 446, 'y2': 1146}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004100.jpg,1600,1200,"[{'class': 'SUV', 'x1': 1033, 'x2': 1600, 'y1': 217, 'y2': 1016}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003567.jpg,1600,1200,"[{'class': 'Minivan', 'x1': 795, 'x2': 1452, 'y1': 1, 'y2': 631}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005639.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 480, 'x2': 1153, 'y1': 366, 'y2': 1045}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005544.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 661, 'x2': 1261, 'y1': 342, 'y2': 930}, {'class': 'Sedan', 'x1': 659, 'x2': 1263, 'y1': 337, 'y2': 949}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0007194.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 569, 'x2': 1050, 'y1': 92, 'y2': 574}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005800.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 4, 'x2': 661, 'y1': 430, 'y2': 1071}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008636.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 730, 'x2': 1239, 'y1': 153, 'y2': 646}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0007114.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 698, 'x2': 1276, 'y1': 332, 'y2': 901}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0007991.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 498, 'x2': 996, 'y1': 95, 'y2': 537}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002641.jpg,1600,1200,"[{'class': 'Bus', 'x1': 1, 'x2': 740, 'y1': 1, 'y2': 623}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0005209.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 545, 'x2': 1129, 'y1': 271, 'y2': 848}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004470.jpg,1600,1200,"[{'class': 'SUV', 'x1': 780, 'x2': 1360, 'y1': 106, 'y2': 688}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004879.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 970, 'x2': 1543, 'y1': 369, 'y2': 957}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0007343.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 750, 'x2': 1317, 'y1': 255, 'y2': 760}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0002653.jpg,1600,1200,"[{'class': 'Bus', 'x1': 368, 'x2': 1372, 'y1': 30, 'y2': 817}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008632.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 569, 'x2': 1164, 'y1': 316, 'y2': 922}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001666.jpg,1920,1080,"[{'class': 'Bus', 'x1': 187, 'x2': 867, 'y1': 3, 'y2': 937}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0006043.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 618, 'x2': 1095, 'y1': 146, 'y2': 627}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003997.jpg,1600,1200,"[{'class': 'SUV', 'x1': 553, 'x2': 1170, 'y1': 85, 'y2': 776}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008688.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 487, 'x2': 987, 'y1': 71, 'y2': 534}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003502.jpg,1600,1200,"[{'class': 'Truck', 'x1': 598, 'x2': 1420, 'y1': 1, 'y2': 592}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0001744.jpg,1920,1080,"[{'class': 'Sedan', 'x1': 1164, 'x2': 1454, 'y1': 99, 'y2': 405}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0008362.jpg,1600,1200,"[{'class': 'Sedan', 'x1': 864, 'x2': 1438, 'y1': 252, 'y2': 813}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003952.jpg,1600,1200,"[{'class': 'SUV', 'x1': 941, 'x2': 1579, 'y1': 109, 'y2': 941}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004273.jpg,1600,1200,"[{'class': 'Microbus', 'x1': 931, 'x2': 1548, 'y1': 140, 'y2': 819}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0009688.jpg,1600,1200,"[{'class': 'Truck', 'x1': 582, 'x2': 1386, 'y1': 1, 'y2': 609}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0004294.jpg,1600,1200,"[{'class': 'Minivan', 'x1': 1015, 'x2': 1528, 'y1': 183, 'y2': 840}]"
/content/drive/My Drive/Dataset/BIT-Vehicle/BITVehicle_Dataset/vehicle_0003829.jpg,1600,1200,"[{'class': 'SUV', 'x1': 898, 'x2': 1542, 'y1': 160, 'y2': 926}]"
